Drug,Indication,Total Women Reports,Total Men Reports,Percentage Women Reports,Percentage Men Reports,Percentage Serious Women Reports,Percentage Serious Men Reports,NCT Numbers,Num Studies,Total females in studies,Total males in studies,Female proportion in studies,Male proportion in studies,Most relevant studies,Number of participants in most relevant studies,Number of female participants in most relevant studies,Number of male participants in most relevant studies,Proportion of females in most relevant studies,Proportion of males in most relevant studies,Prevalence Men,Prevalence Women,Prevalence Both Genders
APIXABAN,STROKE,3,8,27.27,72.73,100.0,100.0,"['NCT03568890', 'NCT02283294', 'NCT05643573', 'NCT06144866', 'NCT02427126', 'NCT01938248', 'NCT01924325', 'NCT03568916', 'NCT00562289', 'NCT02889562', 'NCT04432220', 'NCT03148457', 'NCT03119116', 'NCT05679024', 'NCT03961334', 'NCT04808934', 'NCT04435418', 'NCT04809818', 'NCT02309970', 'NCT03192215', 'NCT04878497', 'NCT04437654']",22.0,120.0,168.0,41.67,58.33,"['NCT02283294', 'NCT02889562']",288,120,168,41.66666666666667,58.333333333333336,2.7857894736842104,2.305263157894737,2.5257894736842106
TIOTROPIUM,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,4517,640,87.59,12.41,90.88,53.59,"['NCT04780984', 'NCT00335621', 'NCT01397890', 'NCT00532350', 'NCT00783250', 'NCT05179512', 'NCT01285492', 'NCT05083429', 'NCT01462929', 'NCT00435760', 'NCT00900731', 'NCT00868231', 'NCT04994574', 'NCT01708057', 'NCT02518139', 'NCT02125734', 'NCT02059434', 'NCT01068613', 'NCT00405236', 'NCT03258749', 'NCT03152149', 'NCT06326671', 'NCT00939211', 'NCT01656005', 'NCT01854645', 'NCT01085045', 'NCT01574651', 'NCT01587079', 'NCT01911364', 'NCT02872090', 'NCT01693003', 'NCT05838703', 'NCT01176903', 'NCT00999908', 'NCT05295355', 'NCT04231214', 'NCT02275481', 'NCT00929110', 'NCT00864812', 'NCT00578968', 'NCT02331940', 'NCT03137992', 'NCT01307189', 'NCT01455129', 'NCT01120691', 'NCT01513460', 'NCT01566773', 'NCT00871182', 'NCT02203474', 'NCT03118765', 'NCT01012765', 'NCT01613326', 'NCT01490125', 'NCT00846586', 'NCT00870896', 'NCT03084796', 'NCT01727024', 'NCT03425617', 'NCT03976713', 'NCT01465906', 'NCT03028142', 'NCT00496470', 'NCT00615459', 'NCT00501852', 'NCT02467452', 'NCT01610037', 'NCT01119937', 'NCT05165485', 'NCT01426009', 'NCT01202188', 'NCT01970878', 'NCT01922271', 'NCT02603393', 'NCT01715311', 'NCT00424528', 'NCT00845728', 'NCT00877383', 'NCT02796677', 'NCT00981851']",79.0,21210.0,44404.0,32.33,67.67,"['NCT00845728', 'NCT01970878', 'NCT01120691']",17804,5552,12252,31.184003594697824,68.81599640530219,9.464545454545455,8.45590909090909,8.875909090909092
ADVAIR,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,971,717,57.52,42.48,96.4,94.56,"['NCT00120978', 'NCT00974246', 'NCT00531791']",3.0,1240.0,1926.0,39.17,60.83,['NCT00974246'],3166,1240,1926,39.16614024005053,60.83385975994946,9.464545454545455,8.45590909090909,8.875909090909092
THEOPHYLLINE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,21,6,77.78,22.22,52.38,0.0,"['NCT03015090', 'NCT02261727', 'NCT02001935', 'NCT01415518', 'NCT00634413', 'NCT01599871', 'NCT02257463', 'NCT01010178', 'NCT02023554']",9.0,970.0,3534.0,21.54,78.46,"['NCT02261727', 'NCT01415518']",4504,970,3534,21.536412078152757,78.46358792184725,9.464545454545455,8.45590909090909,8.875909090909092
PREDNISONE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,609,852,41.68,58.32,97.7,99.41,"['NCT02534402', 'NCT02261727', 'NCT00531791', 'NCT02237820', 'NCT01332097']",5.0,886.0,2820.0,23.91,76.09,"['NCT02261727', 'NCT01332097']",3706,886,2820,23.90717754991905,76.09282245008096,9.464545454545455,8.45590909090909,8.875909090909092
IPRATROPIUM,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,107,78,57.84,42.16,95.33,84.62,"['NCT05786950', 'NCT00000568', 'NCT00462540', 'NCT00807534', 'NCT01415518', 'NCT01655199', 'NCT04101500', 'NCT02542254', 'NCT00180843', 'NCT00202176', 'NCT02686086', 'NCT03064113', 'NCT04446637', 'NCT01426009', 'NCT01360788', 'NCT01350128', 'NCT02296047']",17.0,304.0,1166.0,20.68,79.32,"['NCT01415518', 'NCT01426009', 'NCT01350128']",1406,284,1122,20.19914651493599,79.80085348506401,9.464545454545455,8.45590909090909,8.875909090909092
ALBUTEROL,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,481,172,73.66,26.34,85.65,66.86,"['NCT06271408', 'NCT03256695', 'NCT00462540', 'NCT01302587', 'NCT01857323', 'NCT01120691', 'NCT01833026', 'NCT01613326', 'NCT01490125', 'NCT00583986', 'NCT00665600', 'NCT02218398']",12.0,2003.0,4803.0,29.43,70.57,"['NCT01120691', 'NCT01613326', 'NCT03256695']",6131,1674,4457,27.303865601043874,72.69613439895612,9.464545454545455,8.45590909090909,8.875909090909092
MOXIFLOXACIN,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,48,51,48.48,51.52,54.17,66.67,"['NCT00777595', 'NCT01398072', 'NCT01222442', 'NCT05830071', 'NCT01091493', 'NCT01263808', 'NCT01658020']",7.0,60.0,624.0,8.77,91.23,['NCT01658020'],684,60,624,8.771929824561402,91.2280701754386,9.464545454545455,8.45590909090909,8.875909090909092
BUDESONIDE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,108,60,64.29,35.71,77.78,95.0,"['NCT01070784', 'NCT02850484', 'NCT02986321', 'NCT01397890', 'NCT02165046', 'NCT02833480', 'NCT01257048', 'NCT00826163', 'NCT01415518', 'NCT00634413', 'NCT01555099', 'NCT00476099', 'NCT01865500', 'NCT00239278', 'NCT00379028', 'NCT02533505', 'NCT01186653', 'NCT00206154', 'NCT00259779', 'NCT01760304', 'NCT03563001', 'NCT00206167', 'NCT00419744', 'NCT01069289', 'NCT00202189', 'NCT00542880', 'NCT02972476', 'NCT06368427', 'NCT00232674', 'NCT00421122', 'NCT03197818', 'NCT00496470', 'NCT06334575', 'NCT02055352', 'NCT06067828', 'NCT05862545', 'NCT00489853']",37.0,2263.0,8417.0,21.19,78.81,"['NCT01069289', 'NCT00419744', 'NCT00496470']",6342,1540,4802,24.282560706401764,75.71743929359823,9.464545454545455,8.45590909090909,8.875909090909092
FLUTICASONE PROPIONATE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,675,78,89.64,10.36,99.41,100.0,"['NCT02466503', 'NCT01168310', 'NCT02136875', 'NCT01243788', 'NCT00774761', 'NCT02466347', 'NCT00864812', 'NCT00403286', 'NCT01141452', 'NCT01554488']",10.0,22.0,28.0,44.0,56.0,['NCT01554488'],50,22,28,44.0,56.00000000000001,9.464545454545455,8.45590909090909,8.875909090909092
ROFLUMILAST,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,30,68,30.61,69.39,93.33,100.0,"['NCT00297102', 'NCT00108823', 'NCT04069312', 'NCT00424268', 'NCT01354782', 'NCT01473758', 'NCT01701934', 'NCT01849341', 'NCT02671942', 'NCT01630200', 'NCT02018432', 'NCT02068456', 'NCT01595750', 'NCT04636814', 'NCT00076089', 'NCT00430729', 'NCT01329029', 'NCT00242294', 'NCT00062582', 'NCT02165826', 'NCT01745848', 'NCT00246935', 'NCT00297115', 'NCT00313209', 'NCT01509677']",25.0,2220.0,7506.0,22.83,77.17,"['NCT00297115', 'NCT00313209', 'NCT02165826']",8914,1916,6998,21.494278662777653,78.50572133722234,9.464545454545455,8.45590909090909,8.875909090909092
OXYGEN,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,20,65,23.53,76.47,90.0,83.08,"['NCT02300064', 'NCT02150590', 'NCT01019538', 'NCT01155310', 'NCT03196089', 'NCT00871962', 'NCT01372462', 'NCT05480566', 'NCT02244957', 'NCT04123730', 'NCT00394225', 'NCT05052125', 'NCT00546299', 'NCT03004352', 'NCT00547456', 'NCT02143609', 'NCT04107493', 'NCT03921983', 'NCT06247397', 'NCT05237505', 'NCT01294033', 'NCT02248064', 'NCT05218564', 'NCT00000564', 'NCT04223050', 'NCT02545855', 'NCT03174210', 'NCT02012101', 'NCT03940040', 'NCT04963192', 'NCT02108925', 'NCT00886639', 'NCT03282019', 'NCT00875719', 'NCT00515606', 'NCT03955770', 'NCT02744170', 'NCT00990132', 'NCT02552732', 'NCT02998515', 'NCT06174207', 'NCT01150383', 'NCT05196698', 'NCT00692198', 'NCT05553847', 'NCT03568747']",46.0,508.0,1236.0,29.13,70.87,"['NCT00692198', 'NCT00886639', 'NCT02244957']",1647,460,1187,27.929568913175476,72.07043108682453,9.464545454545455,8.45590909090909,8.875909090909092
GLYCOPYRRONIUM,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,90,53,62.94,37.06,52.22,84.91,"['NCT02975843', 'NCT02181023', 'NCT03795350', 'NCT03162055', 'NCT03268226', 'NCT02202616', 'NCT01315249', 'NCT06234345', 'NCT04876677', 'NCT02872090', 'NCT00929110', 'NCT01005901', 'NCT03364829', 'NCT06368427', 'NCT03627858', 'NCT01703624', 'NCT03256552', 'NCT01202188', 'NCT06035393', 'NCT06067828']",20.0,3166.0,8510.0,27.12,72.88,"['NCT01202188', 'NCT03162055', 'NCT00929110']",8598,2414,6184,28.076296813212377,71.92370318678762,9.464545454545455,8.45590909090909,8.875909090909092
FLUTICASONE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,2,11,15.38,84.62,0.0,81.82,"['NCT02466503', 'NCT01168310', 'NCT05179512', 'NCT02833480', 'NCT00908362', 'NCT02209974', 'NCT01860066', 'NCT01315249', 'NCT03152149', 'NCT01131806', 'NCT02136875', 'NCT01243788', 'NCT01213693', 'NCT00379028', 'NCT00774761', 'NCT06234345', 'NCT02466347', 'NCT01186653', 'NCT00233051', 'NCT00440687', 'NCT01709903', 'NCT00292838', 'NCT00864812', 'NCT00741767', 'NCT01908140', 'NCT00542880', 'NCT02972476', 'NCT00175565', 'NCT00403286', 'NCT00669617', 'NCT00387036', 'NCT02055352', 'NCT01141452', 'NCT01834885', 'NCT01554488', 'NCT02603393', 'NCT01393145', 'NCT00158847']",38.0,2217.0,5760.0,27.79,72.21,"['NCT02603393', 'NCT01908140', 'NCT01709903']",5454,1410,4044,25.85258525852585,74.14741474147415,9.464545454545455,8.45590909090909,8.875909090909092
ACLIDINIUM BROMIDE/FORMOTEROL FUMARATE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,12,7,63.16,36.84,0.0,100.0,"['NCT03181880', 'NCT01462942', 'NCT01437540', 'NCT01437397']",4.0,2714.0,3910.0,40.97,59.03,"['NCT01437397', 'NCT01462942', 'NCT01437540']",6624,2714,3910,40.97222222222222,59.02777777777778,9.464545454545455,8.45590909090909,8.875909090909092
DOXYCYCLINE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,25,17,59.52,40.48,100.0,100.0,"['NCT00857038', 'NCT01398072', 'NCT02305940', 'NCT00170222', 'NCT01744093']",5.0,12.0,42.0,22.22,77.78,['NCT01744093'],54,12,42,22.22222222222222,77.77777777777779,9.464545454545455,8.45590909090909,8.875909090909092
FLUTICASONE/SALMETEROL,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,27,76,26.21,73.79,100.0,100.0,"['NCT00908362', 'NCT01860066', 'NCT01315249', 'NCT01186653', 'NCT01709903', 'NCT01834885']",6.0,442.0,2084.0,17.5,82.5,"['NCT01709903', 'NCT01315249']",2526,442,2084,17.49802058590657,82.50197941409343,9.464545454545455,8.45590909090909,8.875909090909092
BENRALIZUMAB,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,6,22,21.43,78.57,100.0,100.0,"['NCT04053634', 'NCT02968914', 'NCT02155660', 'NCT02138916', 'NCT05273359']",5.0,2732.0,5448.0,33.4,66.6,"['NCT02155660', 'NCT02138916', 'NCT02968914']",8180,2732,5448,33.39853300733496,66.60146699266504,9.464545454545455,8.45590909090909,8.875909090909092
GLYBURIDE,DIABETES,331,445,42.65,57.35,86.4,84.49,"['NCT00608179', 'NCT00123643', 'NCT01456650', 'NCT00494312', 'NCT01698931', 'NCT01215331', 'NCT00759720', 'NCT00451620', 'NCT01319734', 'NCT01107717', 'NCT01998113', 'NCT00371306', 'NCT00347100', 'NCT00160485', 'NCT00232583', 'NCT03029702', 'NCT02726490', 'NCT01029795', 'NCT00035568', 'NCT00286468', 'NCT00046462', 'NCT00965991', 'NCT01605773', 'NCT01731431', 'NCT00521820', 'NCT00549874', 'NCT00744965', 'NCT03078725', 'NCT00388986', 'NCT00194896', 'NCT01329016', 'NCT00313313', 'NCT02091336', 'NCT01947699', 'NCT00035542', 'NCT00521742', 'NCT00279045', 'NCT02815787']",38.0,2508.0,1468.0,63.08,36.92,"['NCT00313313', 'NCT00286468', 'NCT00744965']",3286,2072,1214,63.05538648813147,36.94461351186853,7.8963636363636365,6.334090909090909,7.080454545454546
INSULIN GLARGINE,DIABETES,2446,2415,50.32,49.68,81.15,77.06,"['NCT01122979', 'NCT01658579', 'NCT00611884', 'NCT00097084', 'NCT00271284', 'NCT02855684', 'NCT00360984', 'NCT02152384', 'NCT02320721', 'NCT05803421', 'NCT00468364', 'NCT02106364', 'NCT00272064', 'NCT02749890', 'NCT00357890', 'NCT00851903', 'NCT03952143', 'NCT01081938', 'NCT00548808', 'NCT03371108', 'NCT01854723', 'NCT04880850', 'NCT01771250', 'NCT03922750', 'NCT01117350', 'NCT04957914', 'NCT01730014', 'NCT00869414', 'NCT04236895', 'NCT00174681', 'NCT00082381', 'NCT04575181', 'NCT02099110', 'NCT02227212', 'NCT00686712', 'NCT00437112', 'NCT02752412', 'NCT05413369', 'NCT03703869', 'NCT00941369', 'NCT01127269', 'NCT00824668', 'NCT03260868', 'NCT01002768', 'NCT00258804', 'NCT01769404', 'NCT02836704', 'NCT00046501', 'NCT00913367', 'NCT00612040', 'NCT02735044', 'NCT00783744', 'NCT01865292', 'NCT02954692', 'NCT00469092', 'NCT01925989', 'NCT05013229', 'NCT01959529', 'NCT02273180', 'NCT01654380', 'NCT00909480', 'NCT01123980', 'NCT02227862', 'NCT00565162', 'NCT02420262', 'NCT00576862', 'NCT02168491', 'NCT00976391', 'NCT01006291', 'NCT02250794', 'NCT03285594', 'NCT01594060', 'NCT02058160', 'NCT00467376', 'NCT03687827', 'NCT00391027', 'NCT05702073', 'NCT00993473', 'NCT00701831', 'NCT01499082', 'NCT01648582', 'NCT03371082', 'NCT00095082', 'NCT02408120', 'NCT05109520', 'NCT00964574', 'NCT02294474', 'NCT01202474', 'NCT01497574', 'NCT01181674', 'NCT00659165', 'NCT01796366', 'NCT00106366', 'NCT01462266', 'NCT04460326', 'NCT04760626', 'NCT01030926', 'NCT04591626', 'NCT04591457', 'NCT00539448', 'NCT03952130', 'NCT02666430', 'NCT02561130', 'NCT02887625', 'NCT02479022', 'NCT00418522', 'NCT00700622', 'NCT00354939', 'NCT02540486', 'NCT04623086', 'NCT01335763', 'NCT01832935', 'NCT01497535', 'NCT00883558', 'NCT00135096', 'NCT00838916', 'NCT02967224', 'NCT00961324', 'NCT01079234', 'NCT01334034', 'NCT02906917', 'NCT01150617', 'NCT01569841', 'NCT00135941', 'NCT01648218', 'NCT00311818', 'NCT00964418', 'NCT01169818', 'NCT00447213', 'NCT01597713', 'NCT04075513', 'NCT00965549', 'NCT01689142', 'NCT00174642', 'NCT01476475', 'NCT00322075', 'NCT01682759', 'NCT00971659', 'NCT02030600', 'NCT00347100', 'NCT01131052', 'NCT00935532', 'NCT01584232', 'NCT00313937', 'NCT02967237', 'NCT03359837', 'NCT00736515', 'NCT03874715', 'NCT06370715', 'NCT04460885', 'NCT02453685', 'NCT01755156', 'NCT00641056', 'NCT01363609', 'NCT00641407', 'NCT01068678', 'NCT01146678', 'NCT00191178', 'NCT01621178', 'NCT00627471', 'NCT05553093', 'NCT04237493', 'NCT01203111', 'NCT01053728', 'NCT02752828', 'NCT00390728', 'NCT01035528', 'NCT04262661', 'NCT00972283', 'NCT01234597', 'NCT03951805', 'NCT01524705', 'NCT00268645', 'NCT01194245', 'NCT02058147', 'NCT00659477', 'NCT03367377', 'NCT01249677', 'NCT06107153', 'NCT03660553', 'NCT00687453', 'NCT02027753', 'NCT02787551', 'NCT00537251', 'NCT01582451', 'NCT00283751', 'NCT02688933', 'NCT05002933', 'NCT00469833', 'NCT01676233', 'NCT00596687', 'NCT01468987', 'NCT02738879', 'NCT04484779', 'NCT01809184', 'NCT00069784', 'NCT00653302', 'NCT01079364', 'NCT00191464', 'NCT03819790', 'NCT00272090', 'NCT03389490', 'NCT05114590', 'NCT01226043', 'NCT02401243', 'NCT03767543', 'NCT03668808', 'NCT05699408', 'NCT03529123', 'NCT01500850', 'NCT05767255', 'NCT01349855', 'NCT00614055', 'NCT00751114', 'NCT02942914', 'NCT03881995', 'NCT00609895', 'NCT01499095', 'NCT04153981', 'NCT02526810', 'NCT00574912', 'NCT01049412', 'NCT01276912', 'NCT01424046', 'NCT02061969', 'NCT01089569', 'NCT00174668', 'NCT02773368', 'NCT00576368', 'NCT01191268', 'NCT01894568', 'NCT00348972', 'NCT00562172', 'NCT00312104', 'NCT01596504', 'NCT00338104', 'NCT01196104', 'NCT03400501', 'NCT00366301', 'NCT00279201', 'NCT04136067', 'NCT03214367', 'NCT03349840', 'NCT00982644', 'NCT01135992', 'NCT01407289', 'NCT05614089', 'NCT01849289', 'NCT01689129', 'NCT01868529', 'NCT01819129', 'NCT03214380', 'NCT03798080', 'NCT03730662', 'NCT00046462', 'NCT04605991', 'NCT02200991', 'NCT03760991', 'NCT02325960', 'NCT02229227', 'NCT00488527', 'NCT00518427', 'NCT04980027', 'NCT01223131', 'NCT01075282', 'NCT00191282', 'NCT01676220', 'NCT02197520', 'NCT00553020', 'NCT02585674', 'NCT03352674', 'NCT03689374', 'NCT00335465', 'NCT01068665', 'NCT01683266', 'NCT00184626', 'NCT03130426', 'NCT02606357', 'NCT00766857', 'NCT02680457', 'NCT00135057', 'NCT03751657', 'NCT02303730', 'NCT03437330', 'NCT00563225', 'NCT01000922', 'NCT02470039', 'NCT01440439', 'NCT00975286', 'NCT01121835', 'NCT00377858', 'NCT01194258', 'NCT03211858', 'NCT02072096', 'NCT02220296', 'NCT00566124', 'NCT00358124', 'NCT01175824', 'NCT00399724', 'NCT00174824', 'NCT00127634', 'NCT00360334', 'NCT00664534', 'NCT00950534', 'NCT05155917', 'NCT01704417', 'NCT00560417', 'NCT00653341', 'NCT03740919', 'NCT03434119', 'NCT00099619', 'NCT00666718', 'NCT00405418', 'NCT02034513', 'NCT01212913', 'NCT03965013', 'NCT00184613', 'NCT00467649', 'NCT00283049', 'NCT00355849', 'NCT02201199', 'NCT01059799', 'NCT00313742', 'NCT02545842', 'NCT01152242', 'NCT00949442', 'NCT01114542', 'NCT00857870', 'NCT05098470', 'NCT00115570', 'NCT02227875', 'NCT01768559', 'NCT05552859', 'NCT02536859', 'NCT05545800', 'NCT00097500', 'NCT03406000', 'NCT04093752', 'NCT00510952', 'NCT03087032', 'NCT02128932', 'NCT05662332', 'NCT02451137', 'NCT05360537', 'NCT02132637', 'NCT01493115', 'NCT00423215', 'NCT00384215', 'NCT00384085', 'NCT00609856', 'NCT03945656', 'NCT05462756', 'NCT00540709', 'NCT00356109', 'NCT01045707', 'NCT06269107', 'NCT03078478', 'NCT00708578', 'NCT02152371', 'NCT01013571', 'NCT01027871', 'NCT00693771', 'NCT00598793', 'NCT01272193', 'NCT01204593', 'NCT01175811', 'NCT01051011', 'NCT02967211', 'NCT01784211', 'NCT00982228', 'NCT01963728', 'NCT02501161', 'NCT01838083', 'NCT00619697', 'NCT02623998', 'NCT00360698', 'NCT01952145', 'NCT00367445', 'NCT00147745', 'NCT01045447', 'NCT02506647', 'NCT05596747', 'NCT01076647', 'NCT01461577', 'NCT00925977', 'NCT02713477', 'NCT00097877', 'NCT00331851', 'NCT01570751', 'NCT01336751', 'NCT02738151', 'NCT03766854', 'NCT01195454', 'NCT03798054', 'NCT06340854', 'NCT00755287']",396.0,71335.0,88316.0,44.68,55.32,"['NCT01959529', 'NCT02451137', 'NCT00279201']",26064,10648,15416,40.85328422344997,59.14671577655003,7.8963636363636365,6.334090909090909,7.080454545454546
